id,element,primary_response,rating
826804,2.6.3.1,COMPLIANT,G
826804,2.6.3.2,COMPLIANT,G
826804,2.6.3.3,COMPLIANT,G
826804,2.6.3.4,COMPLIANT,G
826804,2.6.3.5,COMPLIANT,G
826804,2.7.1.1,MINOR,G
826804,2.7.1.2,COMPLIANT,G
826804,2.7.1.3,COMPLIANT,G
826804,2.7.1.4,COMPLIANT,G
826804,2.7.2.1,COMPLIANT,G
826804,2.7.2.2,COMPLIANT,G
826804,2.7.2.3,MINOR,G
826804,2.7.2.4,COMPLIANT,G
826804,2.8.1.1,COMPLIANT,G
826804,2.8.1.2,COMPLIANT,G
826804,2.8.1.3,COMPLIANT,G
826804,2.9.1.1,COMPLIANT,G
826804,2.9.1.2,COMPLIANT,G
826804,2.9.2.1,COMPLIANT,G
826804,2.9.3.1,COMPLIANT,G
826804,2.9.4.1,COMPLIANT,G
826804,2.9.5.1,COMPLIANT,G
826804,2.9.6.1,COMPLIANT,G
826804,2.9.7.1,COMPLIANT,G
826804,13.1.1.1,COMPLIANT,G
826804,13.1.1.2,COMPLIANT,G
826804,13.2.1.1,COMPLIANT,G
826804,13.2.2.1,COMPLIANT,G
826804,13.2.2.2,COMPLIANT,G
826804,13.2.2.3,COMPLIANT,G
826804,13.2.3.1,MINOR,G
826804,13.2.3.2,COMPLIANT,G
826804,13.2.3.3,COMPLIANT,G
826804,13.2.4.1,COMPLIANT,G
826804,13.2.4.2,COMPLIANT,G
826804,13.2.4.3,COMPLIANT,G
826804,13.2.5.1,COMPLIANT,G
826804,13.2.5.2,COMPLIANT,G
826804,13.2.5.3,COMPLIANT,G
826804,13.2.5.4,COMPLIANT,G
826804,13.2.5.5,COMPLIANT,G
826804,13.2.6.1,COMPLIANT,G
826804,13.2.7.1,COMPLIANT,G
826804,13.2.7.2,MINOR,G
826804,13.2.7.3,N/A,G
826804,13.2.7.4,N/A,G
826804,13.2.8.1,COMPLIANT,G
826804,13.2.8.2,COMPLIANT,G
826804,13.2.8.3,COMPLIANT,G
826804,13.2.8.4,COMPLIANT,G
826804,13.2.8.5,COMPLIANT,G
826804,13.2.8.6,COMPLIANT,G
826804,13.2.8.7,COMPLIANT,G
826804,13.2.8.8,MINOR,G
826804,13.2.8.9,COMPLIANT,G
826804,13.2.8.10,COMPLIANT,G
826804,13.2.9.1,MINOR,G
826804,13.2.9.2,COMPLIANT,G
826804,13.2.9.3,COMPLIANT,G
826804,13.2.9.4,COMPLIANT,G
826804,13.2.9.5,COMPLIANT,G
826804,13.2.9.6,COMPLIANT,G
826804,13.2.10.1,COMPLIANT,G
826804,13.2.10.2,COMPLIANT,G
826804,13.2.10.3,COMPLIANT,G
826804,13.2.10.4,COMPLIANT,G
826804,13.2.10.5,COMPLIANT,G
826804,13.2.10.6,COMPLIANT,G
826804,13.2.10.7,MINOR,G
826804,13.2.10.8,COMPLIANT,G
826804,13.2.11.1,COMPLIANT,G
826804,13.2.11.2,COMPLIANT,G
826804,13.2.11.3,COMPLIANT,G
826804,13.2.11.4,COMPLIANT,G
826804,13.2.11.5,MINOR,G
826804,13.2.11.6,COMPLIANT,G
826804,13.2.11.7,COMPLIANT,G
826804,13.2.11.8,COMPLIANT,G
826804,13.3.1.1,COMPLIANT,G
826804,13.3.1.2,COMPLIANT,G
826804,13.3.1.3,MINOR,G
826804,13.3.1.4,COMPLIANT,G
826804,13.3.2.1,COMPLIANT,G
826804,13.3.2.2,COMPLIANT,G
826804,13.3.2.3,COMPLIANT,G
826804,13.3.2.4,COMPLIANT,G
826804,13.3.2.5,COMPLIANT,G
826804,13.3.3.1,COMPLIANT,G
826804,13.3.3.2,MINOR,G
826804,13.3.3.3,COMPLIANT,G
826804,13.3.3.4,COMPLIANT,G
826804,13.3.4.1,COMPLIANT,G
826804,13.3.4.2,COMPLIANT,G
826804,13.3.5.1,COMPLIANT,G
826804,13.3.5.2,COMPLIANT,G
826804,13.3.5.3,COMPLIANT,G
826804,13.3.6.1,COMPLIANT,G
826804,13.3.7.1,COMPLIANT,G
826804,13.3.7.2,COMPLIANT,G
826804,13.3.8.1,COMPLIANT,G
826804,13.3.8.2,COMPLIANT,G
826804,13.3.8.3,COMPLIANT,G
826804,13.3.9.1,COMPLIANT,G
826804,13.3.9.2,COMPLIANT,G
826804,13.4.1.1,COMPLIANT,G
826804,13.4.1.2,COMPLIANT,G
826804,13.4.1.3,COMPLIANT,G
826804,13.5.1.1,COMPLIANT,G
826804,13.5.1.2,COMPLIANT,G
826804,13.5.1.3,COMPLIANT,G
826804,13.5.1.4,COMPLIANT,G
826804,13.5.2.1,COMPLIANT,G
826804,13.5.2.2,COMPLIANT,G
826804,13.5.2.3,COMPLIANT,G
826804,13.5.3.1,COMPLIANT,G
826804,13.5.3.2,COMPLIANT,G
826804,13.6.1.1,COMPLIANT,G
826804,13.6.1.2,COMPLIANT,G
826804,13.6.1.3,COMPLIANT,G
826804,13.6.1.4,N/A,G
826804,13.6.2.1,COMPLIANT,G
826804,13.6.2.2,COMPLIANT,G
826804,13.6.2.3,COMPLIANT,G
826804,13.6.3.1,COMPLIANT,G
826804,13.6.3.2,COMPLIANT,G
826804,13.6.4.1,COMPLIANT,G
826804,13.6.5.1,COMPLIANT,G
826804,13.6.5.2,COMPLIANT,G
826804,13.7.1.1,COMPLIANT,G
826804,13.7.1.2,COMPLIANT,G
826804,13.7.2.1,COMPLIANT,G
826804,13.7.2.2,COMPLIANT,G
826804,13.7.2.3,COMPLIANT,G
826804,13.7.2.4,COMPLIANT,G
826804,13.7.2.5,COMPLIANT,G
826804,13.7.2.6,COMPLIANT,G
826804,13.7.2.7,COMPLIANT,G
826804,13.7.2.8,COMPLIANT,G
826804,13.7.2.9,COMPLIANT,G
826804,13.7.3.1,COMPLIANT,G
826804,13.7.3.2,COMPLIANT,G
826804,13.8.1.1,COMPLIANT,G
826804,13.8.1.2,COMPLIANT,G
826804,13.8.1.3,COMPLIANT,G
826804,13.8.1.4,COMPLIANT,G
826804,13.9.1.1,COMPLIANT,G
826804,13.9.1.2,COMPLIANT,G
826804,13.9.1.3,COMPLIANT,G
420024,2.1.1.1,COMPLIANT,E
420024,2.1.1.2,COMPLIANT,E
420024,2.1.2.1,COMPLIANT,E
420024,2.1.2.2,COMPLIANT,E
420024,2.1.2.3,COMPLIANT,E
420024,2.1.2.4,COMPLIANT,E
420024,2.1.2.5,COMPLIANT,E
420024,2.1.2.6,COMPLIANT,E
420024,2.1.2.7,COMPLIANT,E
420024,2.1.2.8,COMPLIANT,E
420024,2.1.2.9,COMPLIANT,E
420024,2.1.2.10,COMPLIANT,E
420024,2.1.2.11,COMPLIANT,E
420024,2.1.3.1,COMPLIANT,E
420024,2.1.3.2,COMPLIANT,E
420024,2.1.3.3,COMPLIANT,E
420024,2.1.3.4,COMPLIANT,E
420024,2.1.4.1,COMPLIANT,E
420024,2.1.4.2,COMPLIANT,E
420024,2.1.4.3,COMPLIANT,E
420024,2.1.4.4,COMPLIANT,E
420024,2.1.5.1,COMPLIANT,E
420024,2.1.5.2,COMPLIANT,E
420024,2.1.5.3,COMPLIANT,E
420024,2.1.5.4,COMPLIANT,E
420024,2.2.1.1,COMPLIANT,E
420024,2.2.1.2,COMPLIANT,E
420024,2.2.2.1,COMPLIANT,E
420024,2.2.2.2,COMPLIANT,E
420024,2.2.2.3,COMPLIANT,E
420024,2.2.3.1,COMPLIANT,E
420024,2.2.3.2,COMPLIANT,E
420024,2.2.3.3,COMPLIANT,E
420024,2.3.1.1,COMPLIANT,E
420024,2.3.1.2,COMPLIANT,E
420024,2.3.1.3,COMPLIANT,E
420024,2.3.1.4,COMPLIANT,E
420024,2.3.1.5,COMPLIANT,E
420024,2.3.1.6,COMPLIANT,E
420024,2.3.1.7,COMPLIANT,E
420024,2.3.2.1,COMPLIANT,E
420024,2.3.2.2,COMPLIANT,E
420024,2.3.2.3,COMPLIANT,E
420024,2.3.2.4,COMPLIANT,E
420024,2.3.2.5,COMPLIANT,E
420024,2.3.2.6,COMPLIANT,E
420024,2.3.3.1,COMPLIANT,E
420024,2.3.3.2,COMPLIANT,E
420024,2.3.4.1,N/A,E
420024,2.3.4.2,N/A,E
420024,2.3.4.3,N/A,E
420024,2.3.5.1,COMPLIANT,E
420024,2.3.5.2,COMPLIANT,E
420024,2.4.1.1,COMPLIANT,E
420024,2.4.1.2,COMPLIANT,E
420024,2.4.1.3,COMPLIANT,E
420024,2.4.2.1,COMPLIANT,E
420024,2.4.2.2,COMPLIANT,E
420024,2.4.3.1,COMPLIANT,E
420024,2.4.3.2,COMPLIANT,E
420024,2.4.3.3,COMPLIANT,E
420024,2.4.3.4,COMPLIANT,E
420024,2.4.3.5,COMPLIANT,E
420024,2.4.3.6,COMPLIANT,E
420024,2.4.3.7,COMPLIANT,E
420024,2.4.3.8,COMPLIANT,E
420024,2.4.3.9,MINOR,E
420024,2.4.3.10,COMPLIANT,E
420024,2.4.3.11,COMPLIANT,E
420024,2.4.3.12,COMPLIANT,E
420024,2.4.3.13,COMPLIANT,E
420024,2.4.3.14,COMPLIANT,E
420024,2.4.3.15,COMPLIANT,E
420024,2.4.3.16,COMPLIANT,E
420024,2.4.3.17,COMPLIANT,E
420024,2.4.4.1,COMPLIANT,E
420024,2.4.4.2,COMPLIANT,E
420024,2.4.4.3,COMPLIANT,E
420024,2.4.4.4,COMPLIANT,E
420024,2.4.4.5,COMPLIANT,E
420024,2.4.4.6,COMPLIANT,E
420024,2.4.4.7,COMPLIANT,E
420024,2.4.4.8,COMPLIANT,E
420024,2.4.4.9,COMPLIANT,E
420024,2.4.4.10,COMPLIANT,E
420024,2.4.5.1,COMPLIANT,E
420024,2.4.5.2,COMPLIANT,E
420024,2.4.5.3,COMPLIANT,E
420024,2.4.6.1,N/A,E
420024,2.4.6.2,N/A,E
420024,2.4.6.3,N/A,E
420024,2.4.6.4,N/A,E
420024,2.4.7.1,COMPLIANT,E
420024,2.4.7.2,COMPLIANT,E
420024,2.4.8.1,COMPLIANT,E
420024,2.4.8.2,COMPLIANT,E
420024,2.4.8.3,COMPLIANT,E
420024,2.4.8.4,COMPLIANT,E
420024,2.5.1.1,COMPLIANT,E
420024,2.5.1.2,COMPLIANT,E
420024,2.5.2.1,COMPLIANT,E
420024,2.5.2.2,COMPLIANT,E
420024,2.5.2.3,COMPLIANT,E
420024,2.5.3.1,MINOR,E
420024,2.5.3.2,COMPLIANT,E
420024,2.5.4.1,COMPLIANT,E
420024,2.5.4.2,COMPLIANT,E
420024,2.5.4.3,COMPLIANT,E
420024,2.5.4.4,COMPLIANT,E
420024,2.5.4.5,COMPLIANT,E
420024,2.5.4.6,COMPLIANT,E
420024,2.5.4.7,COMPLIANT,E
420024,2.5.4.8,COMPLIANT,E
420024,2.5.5.1,COMPLIANT,E
420024,2.5.5.2,COMPLIANT,E
420024,2.5.5.3,COMPLIANT,E
420024,2.5.5.4,COMPLIANT,E
420024,2.5.5.5,COMPLIANT,E
420024,2.6.1.1,COMPLIANT,E
420024,2.6.1.2,COMPLIANT,E
420024,2.6.1.3,COMPLIANT,E
420024,2.6.2.1,COMPLIANT,E
420024,2.6.2.2,COMPLIANT,E
420024,2.6.3.1,COMPLIANT,E
420024,2.6.3.2,COMPLIANT,E
420024,2.6.3.3,COMPLIANT,E
420024,2.6.3.4,COMPLIANT,E
420024,2.6.3.5,COMPLIANT,E
420024,2.7.1.1,COMPLIANT,E
420024,2.7.1.2,COMPLIANT,E
420024,2.7.1.3,COMPLIANT,E
420024,2.7.1.4,COMPLIANT,E
420024,2.7.2.1,COMPLIANT,E
420024,2.7.2.2,COMPLIANT,E
420024,2.7.2.3,COMPLIANT,E
420024,2.7.2.4,COMPLIANT,E
420024,2.8.1.1,COMPLIANT,E
420024,2.8.1.3,COMPLIANT,E
420024,2.9.1.1,COMPLIANT,E
420024,2.9.1.2,COMPLIANT,E
420024,2.9.2.1,COMPLIANT,E
420024,2.9.3.1,COMPLIANT,E
420024,2.9.4.1,COMPLIANT,E
420024,2.9.5.1,COMPLIANT,E
420024,2.9.6.1,COMPLIANT,E
420024,2.9.7.1,COMPLIANT,E
420024,13.1.1.1,COMPLIANT,E
420024,13.1.1.2,COMPLIANT,E
420024,13.2.1.1,COMPLIANT,E
420024,13.2.2.1,COMPLIANT,E
420024,13.2.2.2,EXEMPT,E
420024,13.2.2.3,EXEMPT,E
420024,13.2.3.1,COMPLIANT,E
420024,13.2.3.2,COMPLIANT,E
420024,13.2.3.3,COMPLIANT,E
420024,13.2.4.1,COMPLIANT,E
420024,13.2.4.2,COMPLIANT,E
420024,13.2.4.3,COMPLIANT,E
420024,13.2.5.1,COMPLIANT,E
420024,13.2.5.2,COMPLIANT,E
420024,13.2.5.3,COMPLIANT,E
420024,13.2.5.4,COMPLIANT,E
420024,13.2.5.5,COMPLIANT,E
420024,13.2.6.1,COMPLIANT,E
420024,13.2.7.1,COMPLIANT,E
420024,13.2.7.2,COMPLIANT,E
420024,13.2.7.3,COMPLIANT,E
420024,13.2.7.4,N/A,E
420024,13.2.8.1,COMPLIANT,E
420024,13.2.8.2,COMPLIANT,E
420024,13.2.8.3,COMPLIANT,E
420024,13.2.8.4,COMPLIANT,E
420024,13.2.8.5,COMPLIANT,E
420024,13.2.8.6,COMPLIANT,E
420024,13.2.8.7,COMPLIANT,E
420024,13.2.8.8,COMPLIANT,E
420024,13.2.8.9,COMPLIANT,E
420024,13.2.8.10,COMPLIANT,E
420024,13.2.9.1,COMPLIANT,E
420024,13.2.9.2,COMPLIANT,E
420024,13.2.9.3,COMPLIANT,E
420024,13.2.9.4,COMPLIANT,E
420024,13.2.9.5,COMPLIANT,E
420024,13.2.9.6,COMPLIANT,E
420024,13.2.10.1,COMPLIANT,E
420024,13.2.10.2,COMPLIANT,E
420024,13.2.10.3,COMPLIANT,E
420024,13.2.10.4,COMPLIANT,E
420024,13.2.10.5,COMPLIANT,E
420024,13.2.10.6,COMPLIANT,E
420024,13.2.10.7,COMPLIANT,E
420024,13.2.10.8,COMPLIANT,E
420024,13.2.11.1,COMPLIANT,E
420024,13.2.11.2,COMPLIANT,E
420024,13.2.11.3,COMPLIANT,E
420024,13.2.11.4,COMPLIANT,E
420024,13.2.11.5,COMPLIANT,E
420024,13.2.11.6,COMPLIANT,E
420024,13.2.11.7,COMPLIANT,E
420024,13.2.11.8,COMPLIANT,E
420024,13.3.1.1,COMPLIANT,E
420024,13.3.1.2,COMPLIANT,E
420024,13.3.1.3,COMPLIANT,E
420024,13.3.1.4,COMPLIANT,E
420024,13.3.2.1,COMPLIANT,E
420024,13.3.2.2,COMPLIANT,E
420024,13.3.2.3,COMPLIANT,E
420024,13.3.2.4,COMPLIANT,E
420024,13.3.2.5,COMPLIANT,E
420024,13.3.3.1,COMPLIANT,E
420024,13.3.3.2,COMPLIANT,E
420024,13.3.3.3,COMPLIANT,E
420024,13.3.3.4,N/A,E
420024,13.3.4.1,COMPLIANT,E
420024,13.3.4.2,COMPLIANT,E
420024,13.3.5.1,COMPLIANT,E
420024,13.3.5.2,COMPLIANT,E
420024,13.3.5.3,COMPLIANT,E
420024,13.3.6.1,COMPLIANT,E
420024,13.3.7.1,MINOR,E
420024,13.3.7.2,COMPLIANT,E
420024,13.3.8.1,COMPLIANT,E
420024,13.3.8.2,COMPLIANT,E
420024,13.3.8.3,COMPLIANT,E
420024,13.3.9.1,COMPLIANT,E
420024,13.3.9.2,COMPLIANT,E
420024,13.4.1.1,COMPLIANT,E
420024,13.4.1.2,COMPLIANT,E
420024,13.4.1.3,COMPLIANT,E
420024,13.5.1.1,COMPLIANT,E
420024,13.5.1.2,COMPLIANT,E
420024,13.5.1.3,COMPLIANT,E
420024,13.5.1.4,EXEMPT,E
420024,13.5.2.1,COMPLIANT,E
420024,13.5.2.2,COMPLIANT,E
420024,13.5.2.3,COMPLIANT,E
420024,13.5.3.1,N/A,E
420024,13.5.3.2,N/A,E
420024,13.6.1.1,COMPLIANT,E
420024,13.6.1.2,COMPLIANT,E
420024,13.6.1.3,COMPLIANT,E
420024,13.6.1.4,COMPLIANT,E
420024,13.6.2.1,COMPLIANT,E
420024,13.6.2.2,COMPLIANT,E
420024,13.6.2.3,COMPLIANT,E
420024,13.6.3.1,COMPLIANT,E
420024,13.6.3.2,COMPLIANT,E
420024,13.6.4.1,COMPLIANT,E
420024,13.6.5.1,COMPLIANT,E
420024,13.6.5.2,COMPLIANT,E
420024,13.7.1.1,COMPLIANT,E
420024,13.7.1.2,COMPLIANT,E
420024,13.7.2.1,COMPLIANT,E
420024,13.7.2.2,COMPLIANT,E
420024,13.7.2.3,COMPLIANT,E
420024,13.7.2.4,COMPLIANT,E
420024,13.7.2.5,COMPLIANT,E
420024,13.7.2.6,COMPLIANT,E
420024,13.7.2.7,MINOR,E
420024,13.7.2.8,COMPLIANT,E
420024,13.7.2.9,COMPLIANT,E
420024,13.7.3.1,COMPLIANT,E
420024,13.7.3.2,COMPLIANT,E
420024,13.8.1.1,COMPLIANT,E
420024,13.8.1.2,COMPLIANT,E
420024,13.8.1.3,COMPLIANT,E
420024,13.8.1.4,COMPLIANT,E
420024,13.9.1.1,COMPLIANT,E
420024,13.9.1.2,COMPLIANT,E
420024,13.9.1.3,COMPLIANT,E
420024,2.8.1.2,COMPLIANT,E
432234,2.8.1.9,COMPLIANT,G
432234,10.2.7.1,COMPLIANT,G
432234,7.2.10.1,COMPLIANT,G
432234,7.3.5.1,COMPLIANT,G
432234,10.9.1.3,COMPLIANT,G
432234,7.2.7.1,COMPLIANT,G
432234,10.6.2.1,COMPLIANT,G
432234,2.1.2.11,COMPLIANT,G
432234,7.6.2.1,COMPLIANT,G
432234,2.1.2.5,COMPLIANT,G
432234,2.3.2.6,COMPLIANT,G
432234,10.2.10.6,COMPLIANT,G
432234,10.2.3.7,COMPLIANT,G
432234,7.5.5.2,COMPLIANT,G
432234,2.4.8.1,COMPLIANT,G
432234,2.4.4.7,COMPLIANT,G
432234,10.3.9.2,COMPLIANT,G
432234,7.2.3.7,N/A,G
432234,2.9.1.1,COMPLIANT,G
432234,10.5.4.1,COMPLIANT,G
432234,2.8.3.1,N/A,G
432234,10.7.4.2,N/A,G
432234,2.3.1.5,COMPLIANT,G
432234,10.6.6.2,COMPLIANT,G
432234,7.5.4.1,COMPLIANT,G
432234,7.7.4.2,COMPLIANT,G
432234,2.4.3.6,COMPLIANT,G
432234,2.4.4.10,COMPLIANT,G
432234,10.3.8.1,COMPLIANT,G
432234,10.8.1.1,COMPLIANT,G
432234,7.5.8.2,N/A,G
432234,10.7.3.1,COMPLIANT,G
432234,7.8.1.1,COMPLIANT,G
432234,10.6.5.1,COMPLIANT,G
432234,7.7.3.1,COMPLIANT,G
432234,10.3.3.6,COMPLIANT,G
432234,2.1.4.4,COMPLIANT,G
432234,10.2.13.6,COMPLIANT,G
432234,7.5.7.1,N/A,G
432234,2.9.4.1,COMPLIANT,G
432234,10.8.1.8,COMPLIANT,G
432234,10.3.2.5,COMPLIANT,G
432234,2.1.3.3,COMPLIANT,G
432234,10.7.3.8,COMPLIANT,G
432234,10.2.12.5,COMPLIANT,G
432234,2.4.3.10,COMPLIANT,G
432234,10.2.9.7,COMPLIANT,G
432234,10.3.1.4,COMPLIANT,G
432234,2.8.1.6,COMPLIANT,G
432234,7.1.1.3,COMPLIANT,G
432234,7.3.1.4,COMPLIANT,G
432234,10.2.11.4,COMPLIANT,G
432234,10.6.8.1,COMPLIANT,G
432234,10.5.1.5,COMPLIANT,G
432234,2.1.2.2,COMPLIANT,G
432234,2.3.2.3,COMPLIANT,G
432234,2.4.3.17,COMPLIANT,G
432234,10.2.10.3,COMPLIANT,G
432234,2.9.7.1,MINOR,G
432234,10.2.3.4,COMPLIANT,G
432234,2.4.4.4,COMPLIANT,G
432234,7.2.3.4,N/A,G
432234,2.1.1.1,COMPLIANT,G
432234,2.3.1.2,COMPLIANT,G
432234,2.8.1.11,COMPLIANT,G
432234,10.2.2.3,COMPLIANT,G
432234,10.6.2.5,COMPLIANT,G
432234,2.2.3.2,COMPLIANT,G
432234,2.4.3.3,COMPLIANT,G
432234,2.1.5.2,COMPLIANT,G
432234,7.4.2.4,COMPLIANT,G
432234,2.1.2.9,COMPLIANT,G
432234,7.2.6.4,COMPLIANT,G
432234,10.4.1.3,COMPLIANT,G
432234,2.7.1.4,COMPLIANT,G
432234,2.2.2.1,COMPLIANT,G
432234,2.4.2.2,COMPLIANT,G
432234,10.3.3.3,COMPLIANT,G
432234,7.2.1.2,COMPLIANT,G
432234,2.1.4.1,COMPLIANT,G
432234,7.6.1.4,COMPLIANT,G
432234,2.6.3.4,COMPLIANT,G
432234,2.5.5.4,COMPLIANT,G
432234,7.3.3.3,COMPLIANT,G
432234,7.4.1.3,COMPLIANT,G
432234,10.2.13.3,COMPLIANT,G
432234,10.6.1.4,COMPLIANT,G
432234,10.3.2.2,COMPLIANT,G
432234,10.8.1.5,COMPLIANT,G
432234,10.7.3.5,COMPLIANT,G
432234,2.3.4.2,N/A,G
432234,2.5.4.3,COMPLIANT,G
432234,7.3.2.2,COMPLIANT,G
432234,10.2.10.12,COMPLIANT,G
432234,10.2.12.2,COMPLIANT,G
432234,10.2.5.3,COMPLIANT,G
432234,7.2.5.3,MINOR,G
432234,10.2.9.4,COMPLIANT,G
432234,10.3.1.1,COMPLIANT,G
432234,2.4.1.1,COMPLIANT,G
432234,2.6.1.2,COMPLIANT,G
432234,2.8.1.3,COMPLIANT,G
432234,10.5.2.3,COMPLIANT,G
432234,2.3.3.1,COMPLIANT,G
432234,2.5.3.2,COMPLIANT,G
432234,7.3.1.1,COMPLIANT,G
432234,10.2.11.1,COMPLIANT,G
432234,10.6.4.4,COMPLIANT,G
432234,2.4.5.2,COMPLIANT,G
432234,7.2.11.3,COMPLIANT,G
432234,7.3.6.3,COMPLIANT,G
432234,10.2.12.9,COMPLIANT,G
432234,10.5.1.2,COMPLIANT,G
432234,2.4.3.14,COMPLIANT,G
989714,2.8.1.9,COMPLIANT,G
989714,2.1.2.11,COMPLIANT,G
989714,11.1.1.1,COMPLIANT,G
989714,11.2.9.5,COMPLIANT,G
989714,11.3.1.2,COMPLIANT,G
989714,11.5.2.4,COMPLIANT,G
989714,2.1.2.5,COMPLIANT,G
989714,2.3.2.6,COMPLIANT,G
989714,11.2.3.2,COMPLIANT,G
989714,11.6.4.5,COMPLIANT,G
989714,2.4.8.1,COMPLIANT,G
989714,2.4.4.7,COMPLIANT,G
989714,2.9.1.1,COMPLIANT,G
989714,2.8.3.1,N/A,G
989714,11.5.1.3,COMPLIANT,G
989714,2.3.1.5,COMPLIANT,G
989714,11.9.1.5,COMPLIANT,G
